SKU,Category,Title,Description,Price,Condition,ShippingType,ShippingServiceCost,ReturnsAccepted,PictureURL
george-brett-1993-number-retired,261328,commemorative publication - George Brett / Kansas City Royals 1993,"George Brett / Kansas City Royals 1993 number-retirement commemorative publication or program; photographed interior includes a statistical table and Royals-related content.

Condition observations: Paper item shows handling and edge wear; no severe damage visible in overview.

Please review all photos carefully before purchase.

Review caveat: Confirm exact printed title and whether any signature/inscription is present.",17.99,Very Good,flat,9.75,ReturnsNotAccepted,https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/george-brett-93-number-retired-verso.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/george-brett-93-number-retired.webp
jj-birden-signed-card,261328,signed card - JJ Birden signed football card; Chiefs-associated subject and a,"JJ Birden signed football card; Chiefs-associated subject and a front signature are visible, with verso photographed.

Condition observations: Card appears handled with autograph across the front; condition should be described as photographed, not graded.

Please review all photos carefully before purchase.

Review caveat: Autograph authenticity and exact card issue require Mark/Cy review.",19.99,Very Good,flat,9.75,ReturnsNotAccepted,https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/jj-birden-card-signed-front.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/jj-birden-card-signed-verso.webp
jj-birden-chiefs-signed-photograph,261328,signed photograph - JJ Birden Kansas City Chiefs signed black-and-white,"JJ Birden Kansas City Chiefs signed black-and-white football photograph; multiple signatures/inscriptions are visible, including a large foreground autograph.

Condition observations: Glossy photo has handling/reflection and multiple marker signatures; one portrait/detail view supports the autographs. Approx. 8 x 10 inches likely, but record as approximate.

Please review all photos carefully before purchase.

Review caveat: Autograph identity, count, and authenticity need human review.",39.99,Very Good,flat,9.75,ReturnsNotAccepted,https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/jj-birden-chiefs-signed-photo-bw-detail.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/jj-birden-chiefs-signed-photo-bw-portrait-detail.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/jj-birden-chiefs-signed-photo-bw-portrait.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/jj-birden-chiefs-signed-photo-bw.webp
1985-kc-royals-championship-pennant,261328,pennant - Kansas City Royals “World Champions 1985” felt pennant with roster,"Kansas City Royals “World Champions 1985” felt pennant with roster names printed in the banner area; MLB logo and Royals branding visible.

Condition observations: Folded/rolled felt shows creasing, storage wear, and possible age discoloration; front and verso photographed. One filename indicates 31 x 12 inches.

Please review all photos carefully before purchase.

Review caveat: Championship material warrants deeper valuation and condition inspection.",49.99,Very Good,flat,9.75,ReturnsNotAccepted,https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/kc-royals-85-championship-pennant-folded.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/kc-royals-85-championship-pennant-front-31in-x-12in.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/kc-royals-85-championship-pennant-verso.webp
1993-kc-royals-scorecard,261328,scorecard - 1993 Kansas City Royals scorecard/program with Royals branding and,"1993 Kansas City Royals scorecard/program with Royals branding and game/statistical content visible.

Condition observations: Paper publication shows handling/edge wear; interior and verso photographed.

Please review all photos carefully before purchase.",12.99,Very Good,flat,9.75,ReturnsNotAccepted,https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/kc-royals-93-scorecard-front.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/kc-royals-93-scorecard-inner.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/kc-royals-93-scorecard-verso.webp
kc-royals-kemper-commemorative-coin,261328,commemorative coin - Kansas City Royals/Kemper commemorative coin or medallion,"Kansas City Royals/Kemper commemorative coin or medallion in a presentation holder; front and back photographed.

Condition observations: Holder shows light handling; coin surfaces are not sufficiently close for metal/content grading. Do not claim precious-metal composition.

Please review all photos carefully before purchase.

Review caveat: Verify issuer, composition, diameter, and any denomination before final listing.",19.99,Very Good,flat,9.75,ReturnsNotAccepted,https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/kc-royals-kemper-25-coin-back.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/kc-royals-kemper-25-coin-front.webp
kc-royals-25th-anniversary-pin,261328,"pin - Kansas City Royals 25th Anniversary pin, marked with an Imprinted","Kansas City Royals 25th Anniversary pin, marked with an Imprinted Products reverse and Royals/25th anniversary imagery.

Condition observations: Metal pin and backing show ordinary age/storage handling; reverse photographed.

Please review all photos carefully before purchase.",12.99,Very Good,flat,9.75,ReturnsNotAccepted,https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/kc-royals-pin-25-back.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/kc-royals-pin-25-front-alt.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/kc-royals-pin-25-front.webp
kevin-siers-dej-memorial-original-drawing,261328,"original drawing - Original black-and-white “33”/wing drawing by Kevin Siers,","Original black-and-white “33”/wing drawing by Kevin Siers, signed “Kevin Siers ©2001 The Charlotte Observer”; photographed ruler indicates roughly 9 x 7 inches of artwork/paper area.

Condition observations: Original paper artwork appears clean overall with minor edge/handling marks; mailed/protective envelope also photographed.

Please review all photos carefully before purchase.

Review caveat: Potentially unique historically/editorially significant original; deeper valuation and rights/context review required.",99.99,Very Good,flat,9.75,ReturnsNotAccepted,https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/kevin-siers-dej-memorial-drawing-front.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/kevin-siers-dej-memorial-drawing-mailer.webp
mlb-25-patch,261328,patch - MLB 25 commemorative embroidered patch/emblem; MLB/National League,"MLB 25 commemorative embroidered patch/emblem; MLB/National League branding and officially licensed warning text visible on reverse.

Condition observations: Patch appears unused or minimally handled in clear packaging; packaging reflections and edge condition visible.

Please review all photos carefully before purchase.",14.99,Very Good,flat,9.75,ReturnsNotAccepted,https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/mlb-25-patch-back.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/mlb-25-patch-detail.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/mlb-25-patch-front.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/mlb-25-patch-side.webp
1998-mlb-all-star-game-nyc-patch,261328,patch - 1998 MLB All-Star Game New York City commemorative patch/emblem in,"1998 MLB All-Star Game New York City commemorative patch/emblem in packaging; Major League Baseball Collectibles header and National League branding visible.

Condition observations: Packaged patch appears clean; packaging has ordinary handling/storage wear.

Please review all photos carefully before purchase.",14.99,Very Good,flat,9.75,ReturnsNotAccepted,https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/mlb-all-star-game-98-nyc-patch-back.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/mlb-all-star-game-98-nyc-patch-details.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/mlb-all-star-game-98-nyc-patch-front.webp
mlb-all-star-game-ticket-stub-and-program,261328,ticket stub and program - 2008 MLB All-Star Game N.Y.C. official,"2008 MLB All-Star Game N.Y.C. official program/commemorative ticket package; visible text reads Official Program, Limited Stadium Edition, Tuesday July 15, Yankee Stadium, NYC, Gate 6, and special pre-game ceremony.

Condition observations: Program/ticket is photographed in original plastic; plastic is wrinkled and may obscure minor paper wear. No claim of mint condition.

Please review all photos carefully before purchase.",24.99,Very Good,flat,9.75,ReturnsNotAccepted,https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/mlb-all-star-game-stub-and-program-detail-1.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/mlb-all-star-game-stub-and-program-detail-2-5.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/mlb-all-star-game-stub-and-program-detail-2.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/mlb-all-star-game-stub-and-program-detail-3.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/mlb-all-star-game-stub-and-program-detail-thickness.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/mlb-all-star-game-stub-and-program-front.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/mlb-all-star-game-stub-and-program-thickness-2.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/mlb-all-star-game-stub-and-program-verso.webp
2001-nascar-illustrated-earnhardt-memorial,261328,"magazine - NASCAR Illustrated special/memorial issue for Dale Earnhardt, 2001;","NASCAR Illustrated special/memorial issue for Dale Earnhardt, 2001; cover and UPC photographed.

Condition observations: Magazine shows ordinary shelf/storage handling; cover and verso/UPC visible.

Please review all photos carefully before purchase.",14.99,Very Good,flat,9.75,ReturnsNotAccepted,https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/nascar-illustrated-earnhardt-memorial-2001-detail-upc.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/nascar-illustrated-earnhardt-memorial-2001-front.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/nascar-illustrated-earnhardt-memorial-2001-verso.webp
2001-sports-illustrated-dale-earnhardt-memorial,261328,"magazine - Sports Illustrated Dale Earnhardt memorial issue, 2001; cover reads","Sports Illustrated Dale Earnhardt memorial issue, 2001; cover reads “Death of a Champion” and identifies Dale Earnhardt.

Condition observations: Magazine cover shows minor handling/edge wear; approximately 8.5 x 11 inches shown with ruler.

Please review all photos carefully before purchase.",16.99,Very Good,flat,9.75,ReturnsNotAccepted,https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/si-dale-earnhardt-memorial-2001-front.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/si-dale-earnhardt-memorial-2001-inner.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/si-dale-earnhardt-memorial-2001-verso.webp
2001-sports-illustrated-fiery-family-earnhardt-special,261328,"special issue - Sports Illustrated special issue “Fiery Family,” 2001, focused","Sports Illustrated special issue “Fiery Family,” 2001, focused on Dale Earnhardt Jr./Earnhardt family; cover text visible.

Condition observations: Magazine shows light handling and edge wear; cover/verso photographed.

Please review all photos carefully before purchase.",14.99,Very Good,flat,9.75,ReturnsNotAccepted,https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/si-fiery-family-earnhardt-special-2001-front.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/si-fiery-family-earnhardt-special-2001-verso.webp
1980-sports-illustrated-kc-royals,261328,magazine - Sports Illustrated June 1980 Kansas City Royals issue; cover/UPC and,"Sports Illustrated June 1980 Kansas City Royals issue; cover/UPC and verso photographed.

Condition observations: Magazine appears handled with age/storage wear; barcode/cover details visible.

Please review all photos carefully before purchase.",14.99,Very Good,flat,9.75,ReturnsNotAccepted,https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/si-june-1980-kc-royals-detail.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/si-june-1980-kc-royals-front.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/si-june-1980-kc-royals-verso.webp
2002-salt-lake-city-winter-games-pin-set,261328,pin set - 2002 Salt Lake City Winter Games/Olympic pin set in a black,"2002 Salt Lake City Winter Games/Olympic pin set in a black presentation case; individual pin images, backs, and spread photographed.

Condition observations: Case shows visible scuffs/storage wear; pins appear housed together. Verify exact count/completeness from detail photos.

Please review all photos carefully before purchase.

Review caveat: Confirm complete pin count and whether the case is original to the set.",29.99,Very Good,flat,9.75,ReturnsNotAccepted,https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/slc-2002-winter-games-pin-set-backs.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/slc-2002-winter-games-pin-set-pin-1.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/slc-2002-winter-games-pin-set-pin-2.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/slc-2002-winter-games-pin-set-pin-3.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/slc-2002-winter-games-pin-set-pin-4.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/slc-2002-winter-games-pin-set-pin-5.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/slc-2002-winter-games-pin-set-pin-6.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/slc-2002-winter-games-pin-set-spread.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/slc-2002-winter-games-pin-set.webp
2001-time-earnhardt-memorial,261328,"magazine - TIME magazine Dale Earnhardt memorial issue, 2001; cover reads","TIME magazine Dale Earnhardt memorial issue, 2001; cover reads “Death in the Fast Lane” and shows Earnhardt portrait.

Condition observations: Magazine has ordinary handling/storage wear; approximately 8.5 x 11 inches shown with ruler.

Please review all photos carefully before purchase.",14.99,Very Good,flat,9.75,ReturnsNotAccepted,https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/time-earnhardt-memorial-2001-front.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/time-earnhardt-memorial-2001-verso.webp
toronto-blue-jays-hot-wheels-die-cast-vehicle,261328,die-cast vehicle - Mattel Hot Wheels die-cast vehicle in Toronto Blue Jays,"Mattel Hot Wheels die-cast vehicle in Toronto Blue Jays 25th-season packaging; package shows Blue Jays logos and A summer tradition since 1977.

Condition observations: Sealed blister/package photographed from multiple angles; card and blister show light storage wear, with no loose-car inspection possible.

Please review all photos carefully before purchase.",24.99,Very Good,flat,9.75,ReturnsNotAccepted,https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/toronto-blue-jays-hot-wheels-detail.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/toronto-blue-jays-hot-wheels-front-2.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/toronto-blue-jays-hot-wheels-front.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/toronto-blue-jays-hot-wheels-top.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/toronto-blue-jays-hot-wheels-verso.webp
toronto-blue-jays-25th-anniversary-patch,261328,patch - Toronto Blue Jays 25th anniversary MLB/National League embroidered,"Toronto Blue Jays 25th anniversary MLB/National League embroidered patch/emblem; reverse packaging includes official licensing warning.

Condition observations: Patch appears unused/in packaging; package has ordinary storage wear and reflections.

Please review all photos carefully before purchase.",14.99,Very Good,flat,9.75,ReturnsNotAccepted,https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/toronto-blue-jays-patch-25th-detail.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/toronto-blue-jays-patch-25th-front.webp|https://pub-2bccab9e377e4ad8a7f475705f0aedb0.r2.dev/generic-memorabilia/toronto-blue-jays-patch-25th-verso.webp
